instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,day_type,year_label,month_name,weekday_name
16127,2012-11-09,4,1,11,16,0,5,1,1,0.46,0.4545,0.38,0.1642,57,377,434,Winter,Clear,Working Day,2012,November,Friday
16128,2012-11-09,4,1,11,17,0,5,1,1,0.42,0.4242,0.44,0.1343,61,593,654,Winter,Clear,Working Day,2012,November,Friday
16129,2012-11-09,4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,46,450,496,Winter,Clear,Working Day,2012,November,Friday
16130,2012-11-09,4,1,11,19,0,5,1,1,0.34,0.3485,0.71,0.0896,30,331,361,Winter,Clear,Working Day,2012,November,Friday
16131,2012-11-09,4,1,11,20,0,5,1,1,0.36,0.3485,0.66,0.1343,20,235,255,Winter,Clear,Working Day,2012,November,Friday
16132,2012-11-09,4,1,11,21,0,5,1,1,0.34,0.3636,0.76,0.0,23,176,199,Winter,Clear,Working Day,2012,November,Friday
16133,2012-11-09,4,1,11,22,0,5,1,1,0.34,0.3485,0.71,0.1045,17,146,163,Winter,Clear,Working Day,2012,November,Friday
16134,2012-11-09,4,1,11,23,0,5,1,1,0.32,0.3333,0.81,0.0896,20,142,162,Winter,Clear,Working Day,2012,November,Friday
16135,2012-11-10,4,1,11,0,0,6,0,1,0.32,0.3333,0.76,0.0896,16,106,122,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16136,2012-11-10,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16137,2012-11-10,4,1,11,2,0,6,0,1,0.32,0.3485,0.81,0.0,2,42,44,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16138,2012-11-10,4,1,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,9,11,20,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16139,2012-11-10,4,1,11,4,0,6,0,1,0.26,0.2727,0.87,0.1045,2,4,6,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16140,2012-11-10,4,1,11,5,0,6,0,1,0.28,0.3182,0.87,0.0,1,9,10,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16141,2012-11-10,4,1,11,6,0,6,0,1,0.24,0.2576,0.93,0.0896,5,11,16,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16142,2012-11-10,4,1,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,14,57,71,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16143,2012-11-10,4,1,11,8,0,6,0,1,0.32,0.3485,0.76,0.0,16,130,146,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16144,2012-11-10,4,1,11,9,0,6,0,1,0.36,0.3485,0.66,0.194,43,216,259,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16145,2012-11-10,4,1,11,10,0,6,0,1,0.4,0.4091,0.58,0.0,86,264,350,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16146,2012-11-10,4,1,11,11,0,6,0,1,0.4,0.4091,0.58,0.1045,143,323,466,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16147,2012-11-10,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0.0,258,348,606,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16148,2012-11-10,4,1,11,13,0,6,0,1,0.52,0.5,0.39,0.0,268,383,651,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16149,2012-11-10,4,1,11,14,0,6,0,1,0.54,0.5152,0.37,0.0,280,347,627,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16150,2012-11-10,4,1,11,15,0,6,0,1,0.52,0.5,0.45,0.0,216,351,567,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16151,2012-11-10,4,1,11,16,0,6,0,1,0.54,0.5152,0.37,0.0,227,378,605,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16152,2012-11-10,4,1,11,17,0,6,0,1,0.5,0.4848,0.45,0.194,183,318,501,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16153,2012-11-10,4,1,11,18,0,6,0,1,0.44,0.4394,0.54,0.1343,103,256,359,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16154,2012-11-10,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16155,2012-11-10,4,1,11,20,0,6,0,1,0.44,0.4394,0.54,0.0,39,153,192,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16156,2012-11-10,4,1,11,21,0,6,0,1,0.4,0.4091,0.66,0.0,51,169,220,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16157,2012-11-10,4,1,11,22,0,6,0,1,0.38,0.3939,0.71,0.0896,39,154,193,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16158,2012-11-10,4,1,11,23,0,6,0,1,0.36,0.3636,0.71,0.1045,26,120,146,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16159,2012-11-11,4,1,11,0,0,0,0,1,0.34,0.3485,0.81,0.0896,14,110,124,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16160,2012-11-11,4,1,11,1,0,0,0,1,0.34,0.3485,0.76,0.0896,26,82,108,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16161,2012-11-11,4,1,11,2,0,0,0,1,0.32,0.3333,0.87,0.1045,12,58,70,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16162,2012-11-11,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0.0,9,39,48,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16163,2012-11-11,4,1,11,4,0,0,0,1,0.32,0.3333,0.81,0.1045,5,6,11,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16164,2012-11-11,4,1,11,5,0,0,0,1,0.3,0.303,0.87,0.1343,0,12,12,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16165,2012-11-11,4,1,11,6,0,0,0,1,0.3,0.3182,0.87,0.0896,3,16,19,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16166,2012-11-11,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16167,2012-11-11,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16168,2012-11-11,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0.0,94,179,273,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16169,2012-11-11,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16170,2012-11-11,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16171,2012-11-11,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16172,2012-11-11,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16173,2012-11-11,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16174,2012-11-11,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16175,2012-11-11,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16176,2012-11-11,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16177,2012-11-11,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16178,2012-11-11,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16179,2012-11-11,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16180,2012-11-11,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16181,2012-11-11,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16182,2012-11-11,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,Winter,Clear,Weekend/Holiday,2012,November,Sunday
16183,2012-11-12,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,Winter,Clear,Weekend/Holiday,2012,November,Monday
16184,2012-11-12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,Winter,Clear,Weekend/Holiday,2012,November,Monday
16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,Winter,Clear,Weekend/Holiday,2012,November,Monday
16186,2012-11-12,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,Winter,Clear,Weekend/Holiday,2012,November,Monday
16187,2012-11-12,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,Winter,Clear,Weekend/Holiday,2012,November,Monday
16188,2012-11-12,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24,Winter,Clear,Weekend/Holiday,2012,November,Monday
16189,2012-11-12,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,Winter,Clear,Weekend/Holiday,2012,November,Monday
16190,2012-11-12,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264,Winter,Clear,Weekend/Holiday,2012,November,Monday
16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,Winter,Clear,Weekend/Holiday,2012,November,Monday
16192,2012-11-12,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,Winter,Clear,Weekend/Holiday,2012,November,Monday
16193,2012-11-12,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,Winter,Clear,Weekend/Holiday,2012,November,Monday
16194,2012-11-12,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,Winter,Clear,Weekend/Holiday,2012,November,Monday
16195,2012-11-12,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,Winter,Clear,Weekend/Holiday,2012,November,Monday
16196,2012-11-12,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,Winter,Clear,Weekend/Holiday,2012,November,Monday
16197,2012-11-12,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,Winter,Clear,Weekend/Holiday,2012,November,Monday
16198,2012-11-12,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,Winter,Clear,Weekend/Holiday,2012,November,Monday
16199,2012-11-12,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,Winter,Clear,Weekend/Holiday,2012,November,Monday
16200,2012-11-12,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,Winter,Clear,Weekend/Holiday,2012,November,Monday
16201,2012-11-12,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,Winter,Clear,Weekend/Holiday,2012,November,Monday
16202,2012-11-12,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,Winter,Clear,Weekend/Holiday,2012,November,Monday
16203,2012-11-12,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,Winter,Mist,Weekend/Holiday,2012,November,Monday
16204,2012-11-12,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,Winter,Light Rain/Snow,Weekend/Holiday,2012,November,Monday
16205,2012-11-12,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,Winter,Clear,Weekend/Holiday,2012,November,Monday
16206,2012-11-12,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,Winter,Mist,Weekend/Holiday,2012,November,Monday
16207,2012-11-13,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,Winter,Mist,Working Day,2012,November,Tuesday
16208,2012-11-13,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16209,2012-11-13,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16210,2012-11-13,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16211,2012-11-13,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,Winter,Mist,Working Day,2012,November,Tuesday
16212,2012-11-13,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,Winter,Mist,Working Day,2012,November,Tuesday
16213,2012-11-13,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16214,2012-11-13,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16215,2012-11-13,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16216,2012-11-13,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16217,2012-11-13,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,Winter,Light Rain/Snow,Working Day,2012,November,Tuesday
16218,2012-11-13,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,Winter,Clear,Working Day,2012,November,Tuesday
16219,2012-11-13,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,Winter,Clear,Working Day,2012,November,Tuesday
16220,2012-11-13,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,Winter,Clear,Working Day,2012,November,Tuesday
16221,2012-11-13,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,Winter,Clear,Working Day,2012,November,Tuesday
16222,2012-11-13,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,Winter,Clear,Working Day,2012,November,Tuesday
16223,2012-11-13,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,Winter,Clear,Working Day,2012,November,Tuesday
16224,2012-11-13,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,Winter,Clear,Working Day,2012,November,Tuesday
16225,2012-11-13,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,Winter,Clear,Working Day,2012,November,Tuesday
16226,2012-11-13,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,Winter,Clear,Working Day,2012,November,Tuesday
16227,2012-11-13,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,Winter,Clear,Working Day,2012,November,Tuesday
16228,2012-11-13,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,Winter,Clear,Working Day,2012,November,Tuesday
16229,2012-11-13,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,Winter,Clear,Working Day,2012,November,Tuesday
16230,2012-11-13,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,Winter,Clear,Working Day,2012,November,Tuesday
16231,2012-11-14,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,Winter,Clear,Working Day,2012,November,Wednesday
16232,2012-11-14,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,Winter,Clear,Working Day,2012,November,Wednesday
16233,2012-11-14,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,Winter,Clear,Working Day,2012,November,Wednesday
16234,2012-11-14,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,Winter,Clear,Working Day,2012,November,Wednesday
16235,2012-11-14,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,Winter,Clear,Working Day,2012,November,Wednesday
16236,2012-11-14,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,Winter,Clear,Working Day,2012,November,Wednesday
16237,2012-11-14,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,Winter,Clear,Working Day,2012,November,Wednesday
16238,2012-11-14,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,Winter,Clear,Working Day,2012,November,Wednesday
16239,2012-11-14,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,Winter,Clear,Working Day,2012,November,Wednesday
16240,2012-11-14,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,Winter,Clear,Working Day,2012,November,Wednesday
16241,2012-11-14,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,Winter,Clear,Working Day,2012,November,Wednesday
16242,2012-11-14,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,Winter,Clear,Working Day,2012,November,Wednesday
16243,2012-11-14,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0.0,40,200,240,Winter,Clear,Working Day,2012,November,Wednesday
16244,2012-11-14,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,Winter,Clear,Working Day,2012,November,Wednesday
16245,2012-11-14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,Winter,Clear,Working Day,2012,November,Wednesday
16246,2012-11-14,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,Winter,Clear,Working Day,2012,November,Wednesday
16247,2012-11-14,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,Winter,Clear,Working Day,2012,November,Wednesday
16248,2012-11-14,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,Winter,Clear,Working Day,2012,November,Wednesday
16249,2012-11-14,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,Winter,Clear,Working Day,2012,November,Wednesday
16250,2012-11-14,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,Winter,Clear,Working Day,2012,November,Wednesday
16251,2012-11-14,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,Winter,Clear,Working Day,2012,November,Wednesday
16252,2012-11-14,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213,Winter,Clear,Working Day,2012,November,Wednesday
16253,2012-11-14,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0.0,6,167,173,Winter,Clear,Working Day,2012,November,Wednesday
16254,2012-11-14,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,Winter,Clear,Working Day,2012,November,Wednesday
16255,2012-11-15,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0.0,1,33,34,Winter,Mist,Working Day,2012,November,Thursday
16256,2012-11-15,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,Winter,Mist,Working Day,2012,November,Thursday
16257,2012-11-15,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,Winter,Mist,Working Day,2012,November,Thursday
16258,2012-11-15,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,Winter,Mist,Working Day,2012,November,Thursday
16259,2012-11-15,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,Winter,Mist,Working Day,2012,November,Thursday
16260,2012-11-15,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,Winter,Mist,Working Day,2012,November,Thursday
16261,2012-11-15,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,Winter,Mist,Working Day,2012,November,Thursday
16262,2012-11-15,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,Winter,Mist,Working Day,2012,November,Thursday
16263,2012-11-15,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,Winter,Mist,Working Day,2012,November,Thursday
16264,2012-11-15,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,Winter,Mist,Working Day,2012,November,Thursday
16265,2012-11-15,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,Winter,Mist,Working Day,2012,November,Thursday
16266,2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,Winter,Mist,Working Day,2012,November,Thursday
16267,2012-11-15,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,Winter,Mist,Working Day,2012,November,Thursday
16268,2012-11-15,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,Winter,Mist,Working Day,2012,November,Thursday
16269,2012-11-15,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,Winter,Mist,Working Day,2012,November,Thursday
16270,2012-11-15,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,Winter,Mist,Working Day,2012,November,Thursday
16271,2012-11-15,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,Winter,Mist,Working Day,2012,November,Thursday
16272,2012-11-15,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,Winter,Mist,Working Day,2012,November,Thursday
16273,2012-11-15,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,Winter,Mist,Working Day,2012,November,Thursday
16274,2012-11-15,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,Winter,Mist,Working Day,2012,November,Thursday
16275,2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,Winter,Clear,Working Day,2012,November,Thursday
16276,2012-11-15,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,Winter,Mist,Working Day,2012,November,Thursday
16277,2012-11-15,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,Winter,Mist,Working Day,2012,November,Thursday
16278,2012-11-15,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,Winter,Mist,Working Day,2012,November,Thursday
16279,2012-11-16,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,Winter,Mist,Working Day,2012,November,Friday
16280,2012-11-16,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,Winter,Mist,Working Day,2012,November,Friday
16281,2012-11-16,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,Winter,Mist,Working Day,2012,November,Friday
16282,2012-11-16,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,Winter,Mist,Working Day,2012,November,Friday
16283,2012-11-16,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,Winter,Mist,Working Day,2012,November,Friday
16284,2012-11-16,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,Winter,Mist,Working Day,2012,November,Friday
16285,2012-11-16,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,Winter,Mist,Working Day,2012,November,Friday
16286,2012-11-16,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,Winter,Mist,Working Day,2012,November,Friday
16287,2012-11-16,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,Winter,Mist,Working Day,2012,November,Friday
16288,2012-11-16,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,Winter,Clear,Working Day,2012,November,Friday
16289,2012-11-16,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,Winter,Clear,Working Day,2012,November,Friday
16290,2012-11-16,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,Winter,Clear,Working Day,2012,November,Friday
16291,2012-11-16,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,Winter,Clear,Working Day,2012,November,Friday
16292,2012-11-16,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,Winter,Clear,Working Day,2012,November,Friday
16293,2012-11-16,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,Winter,Clear,Working Day,2012,November,Friday
16294,2012-11-16,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,Winter,Clear,Working Day,2012,November,Friday
16295,2012-11-16,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,Winter,Clear,Working Day,2012,November,Friday
16296,2012-11-16,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,Winter,Clear,Working Day,2012,November,Friday
16297,2012-11-16,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,Winter,Clear,Working Day,2012,November,Friday
16298,2012-11-16,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,Winter,Clear,Working Day,2012,November,Friday
16299,2012-11-16,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,Winter,Clear,Working Day,2012,November,Friday
16300,2012-11-16,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,Winter,Clear,Working Day,2012,November,Friday
16301,2012-11-16,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,Winter,Clear,Working Day,2012,November,Friday
16302,2012-11-16,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,Winter,Clear,Working Day,2012,November,Friday
16303,2012-11-17,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16304,2012-11-17,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16305,2012-11-17,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16306,2012-11-17,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16307,2012-11-17,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16308,2012-11-17,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16309,2012-11-17,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16310,2012-11-17,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,Winter,Clear,Weekend/Holiday,2012,November,Saturday
16311,2012-11-17,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,Winter,Clear,Weekend/Holiday,2012,November,Saturday
